Year,Name,Mileage,Rating,Review Count,Price
2024,Mercedes-Benz AMG G 63 4MATIC,114,4.7,662,229654
2023,Mercedes-Benz C-Class Sedan,10120,4.8,902,42787
2021,Mercedes-Benz GLE 350 Base,31943,4.8,969,46987
2022,Mercedes-Benz GLC 300 Base 4MATIC,16061,4.3,83,39490
2021,Mercedes-Benz GLC 300 Base 4MATIC,44092,,1,33600
2023,Mercedes-Benz GLB 250 Base,5368,4.7,192,47605
2022,Mercedes-Benz A-Class A 220,14859,4,3563,28725
2023,Mercedes-Benz C-Class C 300 4MATIC,1449,4.8,186,44990
2021,Mercedes-Benz GLC 300 Base 4MATIC,39345,4.7,2308,28995
2020,Mercedes-Benz GLC 300 Base 4MATIC,27775,4.7,2308,33395
2020,Mercedes-Benz GLE 350 Base 4MATIC,41721,4.6,5510,40952
2021,Mercedes-Benz E-Class E 450 4MATIC,25609,4.8,752,48988
2020,Mercedes-Benz AMG GLC 43 Base 4MATIC,31217,,543,43991
2020,Mercedes-Benz GLA 250 Base 4MATIC,31191,,0,25999
2023,Mercedes-Benz EQE 500 4MATIC+,8284,4,526,84800
2023,Mercedes-Benz EQB 300 Base 4MATIC,5755,4.5,344,52888
2023,Mercedes-Benz EQB 300 Base 4MATIC,10632,4.3,419,41997
2020,Mercedes-Benz Sprinter 2500 Standard Roof,5819,4.7,662,56156
2021,Mercedes-Benz E-Class ,20947,4.5,401,46685
2020,Mercedes-Benz GLS 450 Base 4MATIC,45089,3.9,1800,50900
2019,Mercedes-Benz CLS 450 Base 4MATIC,21020,4.5,991,46206
2024,Mercedes-Benz GLE 350 Base 4MATIC,7860,4.2,568,69989
2023,Mercedes-Benz Maybach GLS 600 4MATIC,11347,4.8,1291,154200
2023,Mercedes-Benz GLB 250 ,3410,4.9,911,38954
2023,Mercedes-Benz EQS 450+ 450,6795,4.5,1334,67399
2021,Mercedes-Benz GLC 300 Base,29598,4.8,2468,34984
2024,Mercedes-Benz CLA 250 Base 4MATIC,1866,4.6,696,50257
2022,Mercedes-Benz E-Class E 350,12143,,64,47346
2020,Mercedes-Benz GLS 450 Base 4MATIC,37282,4.9,2118,56900
2023,Mercedes-Benz EQB 250 Base,4705,4.9,2166,55444
2021,Mercedes-Benz AMG GT 43 Base,24686,3,33,73870
2024,Mercedes-Benz GLE 450 Plug-In Hybrid Base 4MATIC,4354,3.9,1800,78900
2023,Mercedes-Benz GLB 250 Base 4MATIC,2885,4.4,2963,42888
2021,Mercedes-Benz GLE 580 AWD 4MATIC,41695,,6,57980
2023,Mercedes-Benz E-Class E 350,7337,4.9,2166,58883
2023,Mercedes-Benz CLA 250 Base 4MATIC,4950,4.6,1171,38350
2021,Mercedes-Benz E-Class E 350 4MATIC,24221,3.9,1800,42900
2019,Mercedes-Benz GLS 450 Base 4MATIC,59951,4.8,894,35918
2023,Mercedes-Benz E-Class E 450,8574,4.3,1491,65712
2021,Mercedes-Benz S-Class S 580 4MATIC,19684,4.8,5398,81891
2021,Mercedes-Benz E-Class E 350 4MATIC,14690,4.8,4576,43888
2023,Mercedes-Benz EQE 350+ Base,9055,4.6,1915,73777
2023,Mercedes-Benz C-Class C 300 4MATIC,3399,,,49995
2023,Mercedes-Benz EQS 450+ Base,9551,4.8,2002,78933
2023,Mercedes-Benz GLB 250 Base,9966,4.7,192,45305
2023,Mercedes-Benz GLB 250 Base 4MATIC,7479,4.8,1291,41500
2023,Mercedes-Benz GLC 300 Base 4MATIC,6847,4.6,716,48474
2018,Mercedes-Benz AMG GLE 43 Base 4MATIC,74871,4.9,2166,31991
2019,Mercedes-Benz A-Class A 220 4MATIC,50080,4.8,184,24400
2022,Mercedes-Benz AMG GLC 43 Base 4MATIC,14102,,2,54900
2023,Mercedes-Benz EQS 450+ Base,6106,4.5,608,78499
2024,Mercedes-Benz S-Class S 580 4MATIC,6802,4.7,1239,129999
2022,Mercedes-Benz C-Class C 300 4MATIC,32761,,9,37494
2023,Mercedes-Benz E-Class E 350,2873,4.9,1405,53658
2021,Mercedes-Benz CLS 450 Base 4MATIC,14655,4,147,55800
2022,Mercedes-Benz CLA 250 Base 4MATIC,10489,,69,34537
2023,Mercedes-Benz E-Class E 350 4MATIC,5879,4.4,925,57441
2023,Mercedes-Benz GLB 250 Base 4MATIC,4205,4.4,79,45988
2023,Mercedes-Benz GLB 250 Base,14045,5,2881,43498
2023,Mercedes-Benz AMG GLE 63 S,4713,4.7,1239,112999
2023,Mercedes-Benz C-Class 4MATIC Coupe,6135,4.8,527,44000
2024,Mercedes-Benz GLC 300 Base 4MATIC,3272,4.8,527,52000
2017,Mercedes-Benz GLS 450 Base 4MATIC,89782,4.8,5398,25894
2020,Mercedes-Benz GLB 250 Base 4MATIC,48699,4.9,274,26995
2023,Mercedes-Benz GLB 250 Base,3540,4.7,192,47203
2023,Mercedes-Benz EQS 450 ,6255,4.8,1758,83982
2023,Mercedes-Benz GLA 250 Base 4MATIC,5720,4.4,1870,42681
2020,Mercedes-Benz E-Class E 350,39275,,64,34726
2019,Mercedes-Benz AMG CLS 53 S-Model 4MATIC,52846,4.5,97,49491
2023,Mercedes-Benz EQB 250 Base,2070,4.9,2166,46444
2016,Mercedes-Benz AMG GLE AMG GLE 63 S Coupe 4MATIC,72710,3.5,474,45677
2023,Mercedes-Benz Sprinter 2500 M2CV4G,103,,1,49000
2020,Mercedes-Benz GLB 250 Base 4MATIC,74318,4.5,991,26497
2021,Mercedes-Benz AMG GLA 35 4MATIC,13834,4.5,1334,38599
2023,Mercedes-Benz GLB 250 Base 4MATIC,9092,4.5,991,42574
2024,Mercedes-Benz C-Class C 300,2477,4,526,58999
2020,Mercedes-Benz GLA 250 Base 4MATIC,25819,4.6,1847,27500
2023,Mercedes-Benz GLB 250 Base,5044,4.7,192,47305
2023,Mercedes-Benz CLA 250 Base 4MATIC,8901,,0,40999
2023,Mercedes-Benz C-Class C 300,5003,4.9,2166,47882
2020,Mercedes-Benz GLC 300 Base 4MATIC,32322,4.6,1171,30998
2023,Mercedes-Benz GLB 250 Base,8086,4.7,192,47308
2022,Mercedes-Benz GLE 350 Base 4MATIC,37100,4.5,919,48306
2020,Mercedes-Benz AMG GT 53 ,29129,2.7,59,69800
2022,Mercedes-Benz GLA 250 Base 4MATIC,30883,4.3,112,32140
2023,Mercedes-Benz EQE 350 Base 4MATIC+,9642,3.6,59,57899
2021,Mercedes-Benz GLB 250 Base 4MATIC,22386,4.6,5510,35922
2023,Mercedes-Benz GLB 250 Base,9105,4.7,192,47509
2021,Mercedes-Benz A-Class A 220,21902,5,1502,30991
2022,Mercedes-Benz GLS 450 4MATIC,18577,4.8,4576,71888
2023,Mercedes-Benz GLB 250 Base 4MATIC,2625,4.6,122,45998
2019,Mercedes-Benz GLS 450 Base 4MATIC,60634,4.3,1491,34377
2023,Mercedes-Benz E-Class 4MATIC,2977,4.7,192,64502
2024,Mercedes-Benz AMG GLE 63 S,1587,,79,125880
2023,Mercedes-Benz AMG GLC 43 Base 4MATIC,5157,,,68500
2022,Mercedes-Benz GLE 450 4MATIC,56236,4.5,344,54811
2019,Mercedes-Benz AMG E 53 Base 4MATIC,27411,,0,44499
2024,Mercedes-Benz GLC 300 Base 4MATIC,5702,4.1,522,52660
2024,Mercedes-Benz C-Class C 300 4MATIC,3505,4.6,1246,50977
2021,Mercedes-Benz A-Class A 220 4MATIC,35781,4.2,821,28795
2021,Mercedes-Benz E-Class E 350,45067,4.9,848,39154
2023,Mercedes-Benz AMG GLS 63 Base,11600,4.6,1847,139250
2021,Mercedes-Benz GLE 350 Base 4MATIC,53616,4.5,501,39491
2023,Mercedes-Benz CLA 250 Base,9983,4.5,2465,36988
2023,Mercedes-Benz E-Class E 450,4818,4.3,1491,83824
2023,Mercedes-Benz GLB 250 Base,2990,,689,42991
2022,Mercedes-Benz GLE 350 Base,25583,4.6,76,48994
2023,Mercedes-Benz CLA 250 Base 4MATIC,4594,4.4,297,42487
2016,Mercedes-Benz S-Class S 550 4MATIC,71732,4.5,991,33877
2020,Mercedes-Benz A-Class A 220 4MATIC,20805,4.5,344,28475
2022,Mercedes-Benz GLC 300 Base 4MATIC,10778,4.6,716,41940
2023,Mercedes-Benz C-Class C 300,7485,4.7,611,47893
2023,Mercedes-Benz GLC 300 Base 4MATIC,8256,4.9,4585,49700
2023,Mercedes-Benz E-Class E 350 4MATIC,5727,4.4,295,55835
2021,Mercedes-Benz GLC 300 Base,22540,4.7,2891,38000
2020,Mercedes-Benz GLB 250 Base,25632,4,3563,29625
2021,Mercedes-Benz C-Class C 300 4MATIC,39241,4.7,557,33937
2022,Mercedes-Benz EQB 350 Base 4MATIC,7719,,599,38444
2023,Mercedes-Benz E-Class E 450,11270,4.3,1491,62756
2021,Mercedes-Benz GLA 250 Base 4MATIC,27613,4.3,443,29250
2020,Mercedes-Benz GLC 300 ,49400,,5,32997
2021,Mercedes-Benz GLS 580 Base 4MATIC,38351,4.8,5398,67890
2021,Mercedes-Benz E-Class 4MATIC,17120,4,526,51000
2023,Mercedes-Benz EQB 250 Base,2475,4.9,2783,53484
2021,Mercedes-Benz GLC 300 Base 4MATIC,34708,4.6,716,35598
2023,Mercedes-Benz AMG CLA 35 4MATIC,9665,,97,53148
2017,Mercedes-Benz AMG G 63 Base,88180,4.5,819,68998
2022,Mercedes-Benz S-Class S 500 4MATIC,6819,4.7,1424,94777
2023,Mercedes-Benz EQE 350+ Base,5447,4.7,1371,72390
2021,Mercedes-Benz GLB 250 Base,39501,4.8,2468,30583
2021,Mercedes-Benz GLC 300 4MATIC Coupe,25914,4.7,285,45994
2023,Mercedes-Benz E-Class E 450,9116,4.3,1491,73345
2023,Mercedes-Benz GLA 250 Base,9366,4.4,311,38552
2021,Mercedes-Benz AMG GLS 63 Base 4MATIC,23339,4,507,90000
2022,Mercedes-Benz Maybach S 580 4MATIC,20420,3.4,479,154900
2020,Mercedes-Benz GLE 350 Base 4MATIC,32238,4.4,2986,44990
2023,Mercedes-Benz AMG GLA 45 Base,8126,4.6,483,54317
2023,Mercedes-Benz GLB 250 Base 4MATIC,4245,4.6,696,45888
2023,Mercedes-Benz CLA 250 Base,8523,4.4,311,39521
2023,Mercedes-Benz EQE 350 Base 4MATIC,2384,4.7,1014,76992
2022,Mercedes-Benz S-Class ,19607,4.4,79,90988
2021,Mercedes-Benz AMG GLS 63 Base 4MATIC,23058,4.4,1838,92896
2023,Mercedes-Benz E-Class E 350 4MATIC,4138,3.9,1800,57900
2020,Mercedes-Benz GLE 350 Base 4MATIC,58416,4.7,132,37823
2023,Mercedes-Benz EQE 500 Base 4MATIC,4167,4,3563,77465
2023,Mercedes-Benz GLS 450 4MATIC,11562,4.7,911,83777
2019,Mercedes-Benz AMG C 43 Base 4MATIC,24368,4.8,5398,39894
2022,Mercedes-Benz C-Class 4MATIC Sedan,19101,4.8,527,39500
2023,Mercedes-Benz E-Class E 450 4MATIC,817,4.2,568,67989
2021,Mercedes-Benz C-Class C 300,15150,4.8,558,43992
2021,Mercedes-Benz E-Class E 350 4MATIC,39199,4.6,1915,36885
2023,Mercedes-Benz CLA 250 Base,9298,,418,42300
2023,Mercedes-Benz GLB 250 Base,3326,,,37899
2023,Mercedes-Benz GLA 250 Base,9030,4.8,1735,45645
2023,Mercedes-Benz EQS 450+ Base,3668,4.8,1735,77482
2020,Mercedes-Benz GLE 350 Base,33042,4.9,1411,46991
2021,Mercedes-Benz E-Class 4MATIC,50358,5,4823,38098
2023,Mercedes-Benz GLA 250 Base 4MATIC,2354,,0,39659
2021,Mercedes-Benz C-Class C 300 4MATIC,35312,4.9,1517,44851
2020,Mercedes-Benz GLB 250 Base 4MATIC,28891,4.9,2783,32589
2023,Mercedes-Benz GLC 300 Base 4MATIC,11269,,15,52075
2021,Mercedes-Benz A-Class A 220 4MATIC,41887,4.9,2516,28995
2023,Mercedes-Benz C-Class C 300 4MATIC,6183,4.6,716,46328
2023,Mercedes-Benz GLB 250 ,10096,4.9,911,39494
2022,Mercedes-Benz E-Class 4MATIC,16201,4.5,1102,45935
2023,Mercedes-Benz GLC 300 Base 4MATIC,8898,4.6,716,52713
2021,Mercedes-Benz GLB 250 ,18650,,,34445
2023,Mercedes-Benz EQS 450+ Base,21632,4.8,2002,60833
2023,Mercedes-Benz CLA 250 Base 4MATIC,3661,3.9,1800,44900
2021,Mercedes-Benz AMG GLA 45 Base,40516,4.3,1491,40007
2023,Mercedes-Benz E-Class E 450,1607,4.3,1491,68113
2021,Mercedes-Benz GLE 350 Base,28628,4.9,4322,46688
2023,Mercedes-Benz E-Class E 350 4MATIC,3885,3.9,1800,63910
2022,Mercedes-Benz AMG SL 63 Base,4663,4.7,1424,139977
2023,Mercedes-Benz GLB 250 Base 4MATIC,6228,4.9,274,39995
2023,Mercedes-Benz GLS 450 4MATIC,11776,4.6,1899,81593
2020,Mercedes-Benz GLS 450 Base 4MATIC,42552,4.5,615,50881
2023,Mercedes-Benz EQE 350 Base 4MATIC,8659,4.6,981,58796
2022,Mercedes-Benz CLA 250 Base 4MATIC,7629,4.6,304,36000
2022,Mercedes-Benz GLB 250 Base 4MATIC,19605,4.9,1411,35595
2020,Mercedes-Benz AMG GLC 43 Base 4MATIC,39144,4.8,173,41733
2022,Mercedes-Benz G-Class ,6362,4.9,1797,159979
2023,Mercedes-Benz GLB 250 Base 4MATIC,7223,4.4,1870,45281
2021,Mercedes-Benz C-Class 4MATIC Sedan,19926,4.7,29,35650
2023,Mercedes-Benz GLB 250 Base 4MATIC,3497,3.9,1800,45900
2022,Mercedes-Benz GLC 300 Base 4MATIC,10525,,236,43988
2024,Mercedes-Benz GLE 350 Base 4MATIC,3999,4.8,527,63000
2021,Mercedes-Benz AMG A 35 Base,30835,4.7,2308,37995
2023,Mercedes-Benz E-Class E 350 4MATIC,3400,3.9,1800,70490
2023,Mercedes-Benz GLB 250 Base,5801,4.7,1372,39900
2020,Mercedes-Benz GLE 450 Base,38982,4.6,417,42735
2021,Mercedes-Benz AMG E 53 Base 4MATIC,25518,4.6,696,59546
2023,Mercedes-Benz GLB 250 Base 4MATIC,7234,,37,44000
2021,Mercedes-Benz GLE 350 Base 4MATIC,53031,4.5,843,39592
2024,Mercedes-Benz C-Class C 300 4MATIC,3330,4.7,1239,54999
2021,Mercedes-Benz GLA 250 Base 4MATIC,34549,4.7,192,30934
2022,Mercedes-Benz GLC 300 Base,15110,4.9,1411,38995
2023,Mercedes-Benz GLB 250 Base 4MATIC,9955,,236,50284
2024,Mercedes-Benz GLB 250 Base,2006,4.7,1372,40775
2022,Mercedes-Benz GLS 450 4MATIC,30765,,0,71989
2023,Mercedes-Benz GLB 250 Base,2773,4.7,192,47502
2021,Mercedes-Benz AMG E 53 Base 4MATIC,52740,4,3563,53510
2019,Mercedes-Benz E-Class ,36200,4,130,37974
2023,Mercedes-Benz AMG GLA 45 AMG GLA 45,10590,,79,54480
2023,Mercedes-Benz GLA 250 Base,5869,5,5929,40998
2020,Mercedes-Benz E-Class E 350 4MATIC,30450,4.6,1276,37500
2021,Mercedes-Benz GLE 350 Base 4MATIC,33047,4.7,285,47791
2021,Mercedes-Benz GLB 250 Base,21359,4.9,1411,33295
2021,Mercedes-Benz GLE 350 Base 4MATIC,18553,4.8,4576,50639
2023,Mercedes-Benz EQS 580 4MATIC,8150,4,526,112998
2019,Mercedes-Benz AMG CLS 53 S-Model 4MATIC,36600,4.7,416,55991
2024,Mercedes-Benz C-Class C 300 4MATIC,2413,,599,49888
2023,Mercedes-Benz EQB 300 Base 4MATIC,4693,4.8,2195,53910
2022,Mercedes-Benz GLE 350 Base 4MATIC,63952,4.4,1870,43881
2021,Mercedes-Benz C-Class C 300 4MATIC,8548,4.8,752,39988
2018,Mercedes-Benz GLS 450 Base 4MATIC,79619,4.7,775,28000
2020,Mercedes-Benz GLB 250 Base 4MATIC,45979,4.8,1905,29052
2020,Mercedes-Benz S-Class S 560,16645,4.3,133,75890
2023,Mercedes-Benz E-Class E 450,9347,4.3,1491,63491
2020,Mercedes-Benz GLB 250 Base 4MATIC,34144,4.9,274,27995
2023,Mercedes-Benz CLA 250 Base 4MATIC,9322,4.8,823,40900
2020,Mercedes-Benz GLA 250 Base,18885,4.6,1847,27250
2022,Mercedes-Benz GLC 300 Base 4MATIC,20345,4.5,949,40495
2020,Mercedes-Benz GLB 250 Base,38094,4.6,827,31416
2021,Mercedes-Benz GLC 300 Base 4MATIC,36607,4.4,311,35475
2024,Mercedes-Benz GLE 350 Base 4MATIC,5181,4.7,699,59750
2022,Mercedes-Benz GLC 300 Base,20554,4.9,1411,38995
2023,Mercedes-Benz CLA 250 Base 4MATIC,9300,,11,41999
2021,Mercedes-Benz GLA 250 Base 4MATIC,32978,4,526,32230
2022,Mercedes-Benz GLB 250 Base 4MATIC,11080,,236,40990
2023,Mercedes-Benz GLB 250 Base 4MATIC,4462,4.9,274,42995
2024,Mercedes-Benz C-Class C 300,2629,4.8,527,45000
2022,Mercedes-Benz AMG GLE 63 S,11573,4.5,1926,96510
2021,Mercedes-Benz A-Class A 220,53524,4.9,7140,23991
2022,Mercedes-Benz GLC 300 Base 4MATIC,10791,4.9,689,38999
2022,Mercedes-Benz Metris Base,62241,,236,33738
2023,Mercedes-Benz GLA 250 ,15887,,60,38594
2020,Mercedes-Benz AMG E 53 Base 4MATIC,46090,4.2,2811,50555
2023,Mercedes-Benz GLA 250 Base 4MATIC,6059,4.4,1870,41981
2023,Mercedes-Benz GLC 300 Base 4MATIC,7617,4.5,344,51788
2019,Mercedes-Benz C-Class C 300 4MATIC,55728,,12,26199
2021,Mercedes-Benz GLA 250 Base 4MATIC,43243,4.9,993,28888
2021,Mercedes-Benz GLB 250 Base 4MATIC,43276,4.9,1411,31593
2023,Mercedes-Benz EQS 450 Base 4MATIC,6494,4.7,1424,88977
2023,Mercedes-Benz E-Class E 350 4MATIC,3587,3.9,1800,60900
2021,Mercedes-Benz GLE 350 Base,50048,5,2881,43498
2024,Mercedes-Benz S-Class Base,2405,4.9,1411,129991
2021,Mercedes-Benz GLB 250 Base,25540,4.9,294,31652
2020,Mercedes-Benz C-Class C 300 4MATIC,24190,4.7,2931,31756
2020,Mercedes-Benz GLE 450 Base,39652,4.6,1018,46998
2023,Mercedes-Benz E-Class E 63 AMG 4MATIC,2315,4.5,991,169995
2023,Mercedes-Benz C-Class C 300 4MATIC,6906,4.6,304,47100
2020,Mercedes-Benz C-Class C 300 4MATIC,33649,4.8,186,27990
2023,Mercedes-Benz GLC 300 Base 4MATIC,6427,4.7,611,52983
2021,Mercedes-Benz GLB 250 Base 4MATIC,33505,4.6,585,33750
2021,Mercedes-Benz GLC 300 Base 4MATIC,37197,4.7,285,32998
2022,Mercedes-Benz GLS 580 Base 4MATIC,10806,4.9,2783,87851
2023,Mercedes-Benz GLB 250 Base 4MATIC,4107,3.2,98,42995
2020,Mercedes-Benz GLB 250 Base 4MATIC,29329,4.5,97,33991
2020,Mercedes-Benz GLC 300 Base 4MATIC,40257,4.7,285,30998
2023,Mercedes-Benz CLA 250 Base,3894,4.8,2195,39634
2023,Mercedes-Benz C-Class C 300,6083,,150,52892
2021,Mercedes-Benz C-Class C 300,8891,4.7,318,32485
2021,Mercedes-Benz C-Class C 300 4MATIC,20939,4.8,752,35988
2021,Mercedes-Benz AMG GLE 53 Base,38803,4.6,87,72666
2021,Mercedes-Benz GLS 450 4MATIC,32190,4.4,2339,58998
2024,Mercedes-Benz GLC 300 Base 4MATIC,3830,4.7,1239,54999
2024,Mercedes-Benz C-Class C 300 4MATIC,568,4.5,501,54994
2021,Mercedes-Benz GLC 300 Base 4MATIC,16860,,37,38314
2020,Mercedes-Benz C-Class 4MATIC,19283,4.7,29,34650
2023,Mercedes-Benz AMG G 63 4MATIC,2771,4.8,5398,224891
2023,Mercedes-Benz C-Class C 300,12229,4.8,2002,41999
2019,Mercedes-Benz GLS 450 Base 4MATIC,53030,,12,37500
2020,Mercedes-Benz C-Class C 300 4MATIC,45795,4.6,1018,29996
2020,Mercedes-Benz GLE 350 Base,35060,4.8,558,43345
2020,Mercedes-Benz C-Class C 300 4MATIC,32256,4.8,186,29500
2021,Mercedes-Benz C-Class C 300,28137,,418,31933
2023,Mercedes-Benz CLA 250 Base 4MATIC,7698,4.4,2963,36988
2023,Mercedes-Benz GLA 250 Base 4MATIC,10336,4.5,1492,38989
2021,Mercedes-Benz GLC 300 Base 4MATIC,35657,4.5,949,36390
2021,Mercedes-Benz AMG GLE 53 4MATIC,38758,4.7,662,70164
2024,Mercedes-Benz C-Class C 300,2479,4.4,1515,52777
2022,Mercedes-Benz GLC 300 Base,18153,,37,36852
2023,Mercedes-Benz GLE 450 4MATIC,19720,4.8,1354,71994
2021,Mercedes-Benz AMG GLA 35 Base,9474,3.4,1008,43888
2020,Mercedes-Benz GLE 350 Base 4MATIC,49384,4.9,4585,36900
2023,Mercedes-Benz EQB 300 Base 4MATIC,4691,,22,55900
2023,Mercedes-Benz C-Class C 300,9997,4.9,2166,49444
2024,Mercedes-Benz C-Class C 300,1401,4.4,1515,55777
2021,Mercedes-Benz GLS 450 4MATIC,38712,4.9,4865,61999
2023,Mercedes-Benz GLE 350 Base,7333,4.8,329,58880
2021,Mercedes-Benz GLE 350 Base 4MATIC,28264,4.8,4576,51469
2023,Mercedes-Benz EQB 300 Base 4MATIC,3002,4.3,1491,54329
2019,Mercedes-Benz GLA 250 Base,49057,4.5,608,23199
2021,Mercedes-Benz GLC 300 Base 4MATIC,37925,,,34500
2024,Mercedes-Benz GLS 450 4MATIC,1601,,,89500
2021,Mercedes-Benz Maybach GLS 600 4MATIC,1307,4.7,1239,144999
2024,Mercedes-Benz C-Class C 300,2613,4.8,527,46690
2023,Mercedes-Benz C-Class C 300,8571,5,1502,43992
2023,Mercedes-Benz EQE 350 Base 4MATIC,2906,4.9,911,71892
2021,Mercedes-Benz E-Class 4MATIC,38720,4.3,1647,40684
2021,Mercedes-Benz E-Class E 350 4MATIC,27110,4.8,4576,41888
2021,Mercedes-Benz E-Class E 350 4MATIC,30104,4.7,285,40102
2021,Mercedes-Benz GLE 350 Base 4MATIC,44806,4.8,4576,46315
2020,Mercedes-Benz C-Class C 300,36313,4.6,1915,27825
2021,Mercedes-Benz GLE 350 Base 4MATIC,34714,4.5,2465,43988
2023,Mercedes-Benz GLB 250 Base 4MATIC,4218,4.8,1291,42700
2021,Mercedes-Benz C-Class C 300 4MATIC,42503,4.4,311,30979
2020,Mercedes-Benz GLC 300 Base 4MATIC,38523,4.7,192,34238
2023,Mercedes-Benz EQE 350 Base 4MATIC,6095,4.3,1152,58988
2023,Mercedes-Benz CLA 250 Base 4MATIC,8791,4,147,39400
2023,Mercedes-Benz C-Class C 300,6028,4.9,2166,47644
2023,Mercedes-Benz GLB 250 Base,5144,4.4,79,42344
2023,Mercedes-Benz GLB 250 ,9183,4,147,40600
2020,Mercedes-Benz AMG GLC 43 Base 4MATIC,30868,4.8,1354,41594
2021,Mercedes-Benz AMG GLC 43 Base 4MATIC,29961,4.8,1729,44888
2022,Mercedes-Benz GLE 450 4MATIC,48954,4.8,2002,51933
2023,Mercedes-Benz GLB 250 Base,11002,4.3,419,40997
2023,Mercedes-Benz EQB 300 Base 4MATIC,2663,4.3,1491,53686
2021,Mercedes-Benz GLA 250 Base 4MATIC,23167,4.3,1647,30840
2021,Mercedes-Benz GLE 350 Base 4MATIC,13329,4.2,344,50997
2023,Mercedes-Benz C-Class C 300 4MATIC,6479,4.9,4585,43000
2022,Mercedes-Benz AMG G 63 4MATIC,15074,4.8,5398,209894
2023,Mercedes-Benz GLE 350 Base 4MATIC,15056,,15,60566
2022,Mercedes-Benz GLE 350 Base,14462,5,5929,55998
2021,Mercedes-Benz A-Class A 220,36126,,1,34991
2023,Mercedes-Benz AMG GLA 45 Base,4189,4.4,2963,50792
2023,Mercedes-Benz EQB 300 Base 4MATIC,1991,4.9,2166,57774
2023,Mercedes-Benz EQB 350 Base 4MATIC,2722,4,3563,60470
2021,Mercedes-Benz GLE 350 Base 4MATIC,22427,4.6,76,47990
2023,Mercedes-Benz EQB 300 Base 4MATIC,1321,4.5,843,51555
2021,Mercedes-Benz GLC 300 ,42140,,8,29990
2019,Mercedes-Benz CLS 450 Base 4MATIC,60506,4.9,2375,37890
2022,Mercedes-Benz AMG G 63 4MATIC,7987,4.7,1239,216999
2022,Mercedes-Benz AMG GLC 43 Base 4MATIC,10554,,543,50991
2023,Mercedes-Benz GLC 300 Base 4MATIC,4923,4.8,1018,53000
2023,Mercedes-Benz GLA 250 Base,2715,5,5929,39997
2020,Mercedes-Benz GLE 350 ,34728,4.9,848,42892
2019,Mercedes-Benz E-Class E 300,37815,4.8,1905,31152
2022,Mercedes-Benz AMG CLA 35 Base 4MATIC,11598,4.6,76,44990
2023,Mercedes-Benz GLA 250 Base 4MATIC,4431,3.9,1800,45925
2021,Mercedes-Benz GLA 250 Base 4MATIC,21057,4.5,401,32685
2023,Mercedes-Benz EQB 300 Base 4MATIC,8186,4.3,419,61997
2021,Mercedes-Benz GLC 300 Base 4MATIC,45113,4.7,285,31562
2020,Mercedes-Benz AMG GLC 43 Base 4MATIC,41950,4.2,821,41200
2023,Mercedes-Benz C-Class 4MATIC Coupe,6465,4.7,192,48400
2024,Mercedes-Benz C-Class C 300 4MATIC,5725,4.7,1014,46977
2023,Mercedes-Benz C-Class C 300,6729,4.5,344,50788
2021,Mercedes-Benz GLS 450 4MATIC,39050,4.3,1491,56739
2022,Mercedes-Benz EQS 450+ Base,895,4.8,5398,71892
2023,Mercedes-Benz EQE 500 Base 4MATIC,2467,4,3563,77945
2023,Mercedes-Benz EQB 350 Base 4MATIC,1518,4,3563,53965
2021,Mercedes-Benz GLA 250 Base 4MATIC,28553,4.5,919,28013
2020,Mercedes-Benz A-Class A 220 4MATIC,28519,4.6,1915,26433
2023,Mercedes-Benz EQB 250 Base,4677,4.9,2166,47044
2023,Mercedes-Benz AMG G 63 4MATIC,239,4.8,2195,218937
2023,Mercedes-Benz E-Class E 350 4MATIC,3259,4.7,197,62900
2024,Mercedes-Benz GLE 350 Base 4MATIC,9638,4.4,297,67897
2023,Mercedes-Benz CLA 250 Base,12317,4,147,40000
2023,Mercedes-Benz GLA 250 Base 4MATIC,15545,4.4,1038,41964
2023,Mercedes-Benz C-Class C 300 4MATIC,10198,4.8,1354,45693
2023,Mercedes-Benz C-Class C 300,10020,4.7,2931,42963
2023,Mercedes-Benz E-Class E 350 4MATIC,1893,4.5,919,60000
2021,Mercedes-Benz E-Class E 350,21274,4.7,318,39485
2023,Mercedes-Benz EQB 250 Base,2517,4.6,348,49779
2021,Mercedes-Benz GLC 300 Base 4MATIC,33042,4.5,775,34900
2024,Mercedes-Benz GLE 450 4MATIC,2644,4.7,2879,85999
2020,Mercedes-Benz GLC 350e Base 4MATIC,28196,4.5,2057,34522
2023,Mercedes-Benz C-Class C 300,13704,4.5,1684,47952
2021,Mercedes-Benz AMG G 63 4MATIC,19739,4.5,1334,189888
2020,Mercedes-Benz GLE 350 Base 4MATIC,27908,4.8,902,43905
2023,Mercedes-Benz C-Class C 300,6878,4.9,2166,48006
2020,Mercedes-Benz AMG C 43 Base 4MATIC,19623,4.7,1594,46995
2023,Mercedes-Benz GLA 250 Base,11026,4.8,894,40989
2023,Mercedes-Benz EQB 250 Base,2503,4.6,348,48999
2022,Mercedes-Benz GLC 300 Base,22547,4.4,1038,44941
2023,Mercedes-Benz GLC 300 4MATIC Coupe,6087,4.5,919,51971
2023,Mercedes-Benz EQE 500 Base 4MATIC,1545,4,3563,76765
2020,Mercedes-Benz C-Class C 300 4MATIC,32035,4.9,2783,29526
2019,Mercedes-Benz C-Class C 300,38571,4.8,902,28999
